Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Vishing
83.15573841610761,15,0 days 00:15:33,0 days 00:01:23,0 days 00:04:07,74.84543138459584,0
81.9338944648228,24,0 days 00:16:58,0 days 00:01:40,0 days 00:05:17,60.460150836913904,1
84.73142526386276,23,0 days 00:18:01,0 days 00:01:37,0 days 00:03:38,62.67775548772549,1
85.45566156413933,5,0 days 00:10:30,0 days 00:02:51,0 days 00:04:04,60.504203375827004,0
88.5529515562682,9,0 days 00:12:33,0 days 00:01:48,0 days 00:04:19,77.14776114647098,0
86.5790227019348,5,0 days 00:14:12,0 days 00:01:39,0 days 00:05:22,72.3464965556356,0
94.8256075708884,10,0 days 00:15:13,0 days 00:02:44,0 days 00:04:09,63.39857324237118,0
81.53067216122042,20,0 days 00:19:45,0 days 00:01:38,0 days 00:04:21,75.37544446107508,1
83.13315134142252,24,0 days 00:18:28,0 days 00:01:43,0 days 00:04:45,79.33601194903108,1
82.41964276827494,20,0 days 00:15:18,0 days 00:01:48,0 days 00:04:07,78.69120749060036,1
89.79662488198097,24,0 days 00:11:36,0 days 00:01:00,0 days 00:04:22,78.43095095624331,0
83.79937403809673,17,0 days 00:13:23,0 days 00:01:09,0 days 00:04:47,60.156204308114866,1
86.9946615928446,18,0 days 00:13:04,0 days 00:01:15,0 days 00:05:57,71.78026977970558,0
83.66638388002404,15,0 days 00:17:08,0 days 00:01:52,0 days 00:04:53,65.13265233278058,0
82.3845437546828,14,0 days 00:11:36,0 days 00:02:48,0 days 00:05:09,71.29294428619717,0
81.65562711746458,21,0 days 00:11:32,0 days 00:01:53,0 days 00:05:15,66.3606057832111,1
89.8449438419791,11,0 days 00:19:46,0 days 00:01:04,0 days 00:03:08,63.073330855452255,0
82.07274427022921,8,0 days 00:15:55,0 days 00:01:28,0 days 00:03:31,68.88987446716693,0
82.94873542520081,21,0 days 00:14:45,0 days 00:02:53,0 days 00:05:04,69.90192654352747,1
85.53087755991446,5,0 days 00:13:09,0 days 00:01:35,0 days 00:03:14,79.7953101369525,0
92.31489844771903,6,0 days 00:18:11,0 days 00:01:20,0 days 00:05:28,60.847757682770805,0
81.45651913689592,23,0 days 00:10:41,0 days 00:01:06,0 days 00:05:26,66.02310397794554,1
92.56917361248206,5,0 days 00:12:37,0 days 00:01:41,0 days 00:05:43,77.03787690176645,0
81.44147611840944,16,0 days 00:15:53,0 days 00:01:31,0 days 00:03:44,73.19390996252085,1
94.64689197520093,23,0 days 00:14:13,0 days 00:02:29,0 days 00:04:43,76.53366063691792,0
87.02976802471552,23,0 days 00:10:35,0 days 00:02:20,0 days 00:05:39,73.20581837119556,0
94.65141632285506,20,0 days 00:13:28,0 days 00:02:08,0 days 00:05:32,75.19072618292266,0
89.07268279617568,20,0 days 00:11:24,0 days 00:02:50,0 days 00:03:38,69.85843499994115,0
91.08895369097452,12,0 days 00:10:33,0 days 00:01:13,0 days 00:03:41,64.09755385795195,0
80.58781688381481,17,0 days 00:15:51,0 days 00:01:33,0 days 00:04:15,76.200077216744,1
84.24210443864614,18,0 days 00:13:57,0 days 00:01:17,0 days 00:03:59,71.35641309327939,1
81.80294841819753,23,0 days 00:11:40,0 days 00:02:51,0 days 00:03:35,62.79010387573659,1
84.44210296283218,19,0 days 00:15:44,0 days 00:02:05,0 days 00:04:15,76.09788053741732,1
81.78091578431366,19,0 days 00:18:57,0 days 00:02:29,0 days 00:03:47,79.17171820725156,1
84.76974769090964,12,0 days 00:14:53,0 days 00:01:47,0 days 00:05:57,66.92327745256932,0
86.21394491772006,17,0 days 00:13:44,0 days 00:02:26,0 days 00:04:54,65.87024504172886,0
80.96221244523177,16,0 days 00:19:49,0 days 00:01:42,0 days 00:04:54,61.63550356415132,1
90.3870817905503,17,0 days 00:11:36,0 days 00:01:22,0 days 00:04:49,73.2898245289883,0
88.49902181309862,20,0 days 00:10:05,0 days 00:02:21,0 days 00:03:29,79.17923236992993,0
83.98084236409169,16,0 days 00:14:37,0 days 00:02:07,0 days 00:03:50,62.71985379983215,1
87.8487208020005,18,0 days 00:12:48,0 days 00:01:19,0 days 00:05:01,69.70319262638631,0
81.40910766137662,19,0 days 00:12:21,0 days 00:01:46,0 days 00:05:18,61.96476369306496,1
88.63919743334269,23,0 days 00:10:27,0 days 00:01:29,0 days 00:03:42,60.682198074196315,0
93.93944296364322,9,0 days 00:19:06,0 days 00:02:58,0 days 00:03:26,73.29002101335291,0
84.77853428676985,6,0 days 00:16:24,0 days 00:02:08,0 days 00:04:45,77.35374350686996,0
90.01115569945523,22,0 days 00:19:27,0 days 00:02:24,0 days 00:05:05,66.75141072252059,0
81.97696793606588,22,0 days 00:10:44,0 days 00:02:49,0 days 00:04:56,77.515303488202,1
90.74490806177849,21,0 days 00:12:56,0 days 00:01:30,0 days 00:03:07,62.34106198302064,0
84.34109139420802,14,0 days 00:16:07,0 days 00:01:44,0 days 00:05:25,64.75921363834952,0
82.74787043010676,21,0 days 00:15:07,0 days 00:02:19,0 days 00:04:14,78.03213453813437,1
88.79769402215125,7,0 days 00:18:49,0 days 00:01:33,0 days 00:03:56,70.17019787381341,0
80.3016131928124,20,0 days 00:15:52,0 days 00:01:04,0 days 00:05:36,72.16384767594049,1
92.43410043826044,22,0 days 00:18:24,0 days 00:02:23,0 days 00:05:24,60.76036465085016,0
80.07043214288821,11,0 days 00:17:06,0 days 00:01:37,0 days 00:04:01,62.567798202957775,0
90.16724805194345,5,0 days 00:13:30,0 days 00:01:52,0 days 00:04:08,61.11581625001706,0
84.05011959788247,11,0 days 00:10:51,0 days 00:02:04,0 days 00:05:52,78.10001479899339,0
91.02791033183892,17,0 days 00:17:16,0 days 00:01:17,0 days 00:03:54,62.69589927741894,0
94.43282817676157,20,0 days 00:11:21,0 days 00:01:17,0 days 00:05:40,76.99345653217509,0
83.73129715279937,15,0 days 00:14:26,0 days 00:02:53,0 days 00:04:50,67.02069398744906,0
88.64236001626756,7,0 days 00:13:24,0 days 00:01:39,0 days 00:03:12,76.0119499273156,0
88.88062896907759,13,0 days 00:10:41,0 days 00:02:44,0 days 00:05:33,67.30087094913495,0
88.5837785868631,11,0 days 00:17:45,0 days 00:01:18,0 days 00:04:04,65.35368079385754,0
83.34622448960927,7,0 days 00:14:19,0 days 00:01:05,0 days 00:04:09,61.873214023781145,0
94.29123517275477,5,0 days 00:13:46,0 days 00:02:38,0 days 00:04:16,65.61413181148268,0
86.70688067926442,15,0 days 00:17:06,0 days 00:01:03,0 days 00:05:38,69.4295943343456,0
92.69613008706692,17,0 days 00:10:04,0 days 00:01:58,0 days 00:05:48,76.35017597793592,0
90.49218912976256,8,0 days 00:19:35,0 days 00:01:00,0 days 00:05:25,69.05029909537396,0
84.46155426282701,14,0 days 00:17:28,0 days 00:02:59,0 days 00:05:36,79.42871149875235,0
92.20696729553715,12,0 days 00:18:03,0 days 00:01:35,0 days 00:03:28,70.83266021709646,0
85.94758611270477,21,0 days 00:15:42,0 days 00:01:25,0 days 00:03:11,60.49891259622887,0
93.21654795666743,15,0 days 00:18:07,0 days 00:02:24,0 days 00:04:33,68.30734600382544,0
88.71909308953788,9,0 days 00:11:27,0 days 00:02:33,0 days 00:04:05,73.77798214773027,0
93.22603042782279,22,0 days 00:15:05,0 days 00:02:05,0 days 00:04:44,64.68583292499649,0
90.38797385116649,8,0 days 00:11:58,0 days 00:01:14,0 days 00:05:08,73.97259901696317,0
90.8788141972946,10,0 days 00:12:19,0 days 00:01:44,0 days 00:04:48,70.07394610363032,0
87.51986572890053,11,0 days 00:10:12,0 days 00:02:42,0 days 00:05:58,60.51475551166231,0
94.34125452084835,16,0 days 00:10:02,0 days 00:01:04,0 days 00:05:35,75.48705898960412,0
89.65985298844456,7,0 days 00:11:31,0 days 00:02:10,0 days 00:04:19,71.2074740762815,0
86.35782572837269,12,0 days 00:11:57,0 days 00:01:17,0 days 00:04:47,61.64987006162187,0
89.09589821191886,24,0 days 00:12:01,0 days 00:02:33,0 days 00:03:16,69.50428066924546,0
80.28789797464,14,0 days 00:10:35,0 days 00:02:01,0 days 00:04:30,65.74585763549493,0
84.52362225011824,5,0 days 00:15:17,0 days 00:01:56,0 days 00:04:17,77.59363085175866,0
89.90260306239027,21,0 days 00:11:17,0 days 00:01:01,0 days 00:03:25,65.69854105614498,0
84.35116410815667,22,0 days 00:18:31,0 days 00:01:16,0 days 00:05:31,78.83374141948397,1
89.27023143498262,13,0 days 00:16:42,0 days 00:02:06,0 days 00:04:00,70.92265498694225,0
86.43153051418649,24,0 days 00:18:42,0 days 00:02:18,0 days 00:05:27,66.47227419093443,0
82.03211096333675,20,0 days 00:14:35,0 days 00:02:46,0 days 00:04:05,76.27090034835155,1
84.47423488934047,21,0 days 00:14:25,0 days 00:01:49,0 days 00:04:47,73.94800756731532,1
88.54947366051897,22,0 days 00:17:02,0 days 00:01:24,0 days 00:05:48,68.2792499139176,0
88.8630914187226,15,0 days 00:13:50,0 days 00:02:09,0 days 00:04:08,72.59236605413186,0
88.61487873274368,22,0 days 00:18:17,0 days 00:01:21,0 days 00:05:23,75.57168528056563,0
89.798012297857,8,0 days 00:11:42,0 days 00:01:08,0 days 00:03:21,77.03115588566979,0
89.78154905002533,12,0 days 00:11:09,0 days 00:02:12,0 days 00:03:19,76.32825427428128,0
86.4712765315096,14,0 days 00:15:42,0 days 00:01:33,0 days 00:05:36,63.32154177186836,0
93.44819893776594,8,0 days 00:11:02,0 days 00:02:09,0 days 00:05:18,76.56779105007172,0
85.51342805071845,12,0 days 00:10:12,0 days 00:02:36,0 days 00:03:24,61.17258117767544,0
86.5379738789844,21,0 days 00:19:38,0 days 00:02:57,0 days 00:05:33,64.00341363101137,0
93.37885032523508,7,0 days 00:10:59,0 days 00:01:00,0 days 00:03:07,72.45853440131978,0
92.09290983569129,9,0 days 00:18:17,0 days 00:01:43,0 days 00:05:28,62.293850508938085,0
90.5583287531055,9,0 days 00:10:24,0 days 00:02:55,0 days 00:04:39,72.066951901124,0
81.50340330968451,11,0 days 00:16:02,0 days 00:01:06,0 days 00:05:23,66.15931382727128,0
93.79223920617011,5,0 days 00:17:56,0 days 00:01:14,0 days 00:05:12,68.58933170309297,0
90.71361949323668,22,0 days 00:12:12,0 days 00:01:37,0 days 00:04:47,66.30303006890956,0
94.982705098518,10,0 days 00:16:42,0 days 00:02:32,0 days 00:04:40,61.40347135729809,0
82.2417245698699,24,0 days 00:17:56,0 days 00:02:20,0 days 00:04:36,70.01517505843921,1
93.02189086052321,19,0 days 00:13:19,0 days 00:01:53,0 days 00:04:43,79.27198888789775,0
82.43739402014562,13,0 days 00:19:44,0 days 00:01:29,0 days 00:04:25,72.23566696320255,0
89.23339346425766,7,0 days 00:19:58,0 days 00:02:56,0 days 00:04:55,66.0006374323425,0
81.85729974274162,22,0 days 00:11:19,0 days 00:02:22,0 days 00:05:09,79.12299668248039,1
92.72012343983351,20,0 days 00:14:36,0 days 00:02:33,0 days 00:05:58,67.78474503904455,0
92.10978438087515,21,0 days 00:19:20,0 days 00:02:41,0 days 00:03:23,73.95035467737686,0
88.5365110792189,13,0 days 00:17:49,0 days 00:01:03,0 days 00:04:04,72.68225609844889,0
86.10774945838999,17,0 days 00:19:59,0 days 00:02:46,0 days 00:03:14,79.05821696077703,0
81.03750493182707,12,0 days 00:18:01,0 days 00:02:14,0 days 00:03:37,78.29205388989674,0
90.46143159716846,17,0 days 00:15:22,0 days 00:01:41,0 days 00:03:52,62.96008112700063,0
86.80314024017103,5,0 days 00:19:20,0 days 00:01:39,0 days 00:04:38,61.71371749458845,0
90.83083399205522,16,0 days 00:12:19,0 days 00:02:36,0 days 00:05:10,76.19284655597659,0
92.99573488892943,16,0 days 00:12:32,0 days 00:01:32,0 days 00:04:54,78.09886426593646,0
94.63282257504329,13,0 days 00:16:39,0 days 00:01:28,0 days 00:04:37,69.85947207845798,0
92.83705013588917,5,0 days 00:18:54,0 days 00:01:14,0 days 00:05:25,73.8152254766755,0
80.17571126277502,18,0 days 00:15:10,0 days 00:02:35,0 days 00:03:44,61.395765603568364,1
85.39967096717545,18,0 days 00:12:42,0 days 00:02:38,0 days 00:03:27,64.39608795712944,0
90.94985843636087,10,0 days 00:12:37,0 days 00:02:02,0 days 00:05:31,62.98752389313442,0
82.5744451589216,20,0 days 00:12:20,0 days 00:02:01,0 days 00:04:39,72.02321167100068,1
87.81554909306195,12,0 days 00:15:00,0 days 00:02:41,0 days 00:04:05,63.950797875322145,0
80.8150698250888,23,0 days 00:14:36,0 days 00:02:39,0 days 00:04:11,61.19692631101701,1
82.999947873446,9,0 days 00:15:19,0 days 00:02:07,0 days 00:03:57,66.04414565472021,0
80.2778269169092,19,0 days 00:15:53,0 days 00:01:13,0 days 00:04:15,73.54424858227905,1
91.90546555036131,17,0 days 00:19:47,0 days 00:01:18,0 days 00:03:10,71.55727448523709,0
83.35887032090571,10,0 days 00:15:50,0 days 00:02:21,0 days 00:03:08,66.61449930989272,0
85.18027521045354,21,0 days 00:11:50,0 days 00:02:01,0 days 00:03:14,76.66957751686752,0
93.92121940198386,9,0 days 00:14:27,0 days 00:01:34,0 days 00:04:35,65.52538216024179,0
90.56621602885299,14,0 days 00:14:57,0 days 00:02:38,0 days 00:03:26,65.21095276731366,0
80.47758394296962,9,0 days 00:12:29,0 days 00:02:23,0 days 00:03:51,71.19894821579176,0
82.4704123474687,21,0 days 00:11:31,0 days 00:02:54,0 days 00:05:49,69.56431279691552,1
89.32217602249645,23,0 days 00:11:21,0 days 00:02:08,0 days 00:03:41,68.91945321200721,0
88.65842882906252,10,0 days 00:18:06,0 days 00:02:15,0 days 00:03:45,63.115712379081344,0
83.56839232061763,19,0 days 00:16:30,0 days 00:01:21,0 days 00:04:35,70.09292383265982,1
94.0132099688719,8,0 days 00:13:09,0 days 00:01:03,0 days 00:05:34,65.18037834550888,0
89.20948933948844,21,0 days 00:16:08,0 days 00:02:53,0 days 00:04:41,67.84359765238031,0
88.03449204537438,5,0 days 00:17:41,0 days 00:01:34,0 days 00:04:17,74.67140895341213,0
88.84864964531856,22,0 days 00:14:09,0 days 00:02:23,0 days 00:03:09,78.73725651118711,0
90.95183044275154,14,0 days 00:10:07,0 days 00:02:30,0 days 00:03:21,75.47725930378648,0
84.67917493219403,23,0 days 00:15:13,0 days 00:02:12,0 days 00:03:02,68.11267789246527,1
85.97331593324138,6,0 days 00:12:48,0 days 00:02:45,0 days 00:05:40,71.86066278657528,0
83.14765623462684,21,0 days 00:13:10,0 days 00:02:18,0 days 00:04:08,74.92995631751408,1
82.79289508820504,22,0 days 00:13:14,0 days 00:01:35,0 days 00:05:04,68.28442100191783,1
94.165585849759,17,0 days 00:18:42,0 days 00:02:16,0 days 00:05:48,67.20496317624603,0
91.09326192573931,11,0 days 00:14:57,0 days 00:02:21,0 days 00:03:06,62.70486591911727,0
87.35688212926351,24,0 days 00:17:04,0 days 00:02:46,0 days 00:03:53,74.72521602951751,0
83.41121941959985,9,0 days 00:11:14,0 days 00:02:27,0 days 00:04:58,76.7701718161525,0
83.8153472265559,8,0 days 00:15:30,0 days 00:02:21,0 days 00:04:43,66.33168822059906,0
80.87043740485814,11,0 days 00:19:53,0 days 00:02:36,0 days 00:03:52,75.67015531285071,0
86.51624938337181,9,0 days 00:18:04,0 days 00:01:49,0 days 00:04:02,72.20426116673976,0
84.67693822991154,23,0 days 00:11:01,0 days 00:01:11,0 days 00:04:03,75.68166092806487,1
90.44515233223188,24,0 days 00:17:49,0 days 00:02:44,0 days 00:04:59,68.22674766299329,0
85.66627758938722,11,0 days 00:14:41,0 days 00:02:06,0 days 00:03:58,74.95152727299214,0
82.69405516339452,17,0 days 00:13:02,0 days 00:02:52,0 days 00:05:53,68.17018235795251,1
80.37018092586997,8,0 days 00:17:36,0 days 00:01:22,0 days 00:04:26,61.775159708389054,0
81.00874447194873,19,0 days 00:16:07,0 days 00:02:08,0 days 00:04:16,71.01157836269888,1
90.19089160247852,24,0 days 00:17:37,0 days 00:01:41,0 days 00:03:16,69.08657452777291,0
86.80545266834068,22,0 days 00:12:56,0 days 00:01:42,0 days 00:04:07,65.05759774403154,0
88.04868816663082,8,0 days 00:14:00,0 days 00:01:15,0 days 00:03:24,77.84226669933538,0
93.45006939560513,8,0 days 00:13:20,0 days 00:01:59,0 days 00:05:13,67.65706611072002,0
94.85508421095057,6,0 days 00:16:57,0 days 00:02:00,0 days 00:03:10,60.782522228645625,0
83.25345476597711,24,0 days 00:16:38,0 days 00:02:21,0 days 00:04:44,67.6427148040518,1
89.94617304650151,9,0 days 00:15:21,0 days 00:02:43,0 days 00:04:29,68.4901961580074,0
83.94983565105726,12,0 days 00:13:43,0 days 00:02:17,0 days 00:03:26,77.2327544638832,0
80.30976499198593,15,0 days 00:13:12,0 days 00:02:35,0 days 00:05:33,75.98366416210087,0
91.37567980754213,15,0 days 00:12:48,0 days 00:02:39,0 days 00:03:25,63.99933171815849,0
84.80025726233701,22,0 days 00:18:31,0 days 00:02:53,0 days 00:04:09,76.78058451917741,1
85.75195841257847,23,0 days 00:17:28,0 days 00:01:03,0 days 00:03:27,64.95854456507331,0
88.82475670330409,21,0 days 00:12:39,0 days 00:01:45,0 days 00:03:33,66.83868296328586,0
92.46572682854286,5,0 days 00:11:00,0 days 00:01:25,0 days 00:03:02,61.53636907954983,0
89.43472765386723,9,0 days 00:16:22,0 days 00:01:51,0 days 00:03:39,61.107126262687274,0
93.08975983171092,7,0 days 00:14:44,0 days 00:01:28,0 days 00:05:31,73.61720241622275,0
84.10313052223454,18,0 days 00:12:04,0 days 00:02:22,0 days 00:03:34,78.46682169043466,1
91.97070250868846,6,0 days 00:18:24,0 days 00:02:48,0 days 00:05:10,69.86033708475658,0
82.78453916458929,7,0 days 00:11:23,0 days 00:02:35,0 days 00:04:40,76.88187423917167,0
94.29187485457916,7,0 days 00:11:36,0 days 00:01:23,0 days 00:03:27,75.87502499385306,0
90.31232414581723,24,0 days 00:11:46,0 days 00:02:50,0 days 00:05:35,73.29357446762658,0
83.23261515670337,17,0 days 00:14:59,0 days 00:01:10,0 days 00:04:25,79.56457862235557,1
94.21055885733387,12,0 days 00:18:23,0 days 00:01:13,0 days 00:03:17,76.04375841752773,0
90.96283710155237,18,0 days 00:19:40,0 days 00:02:17,0 days 00:04:12,65.49688788428523,0
83.80912463892538,22,0 days 00:18:18,0 days 00:01:13,0 days 00:05:16,75.78028492442216,1
83.19967966051223,24,0 days 00:11:33,0 days 00:02:23,0 days 00:03:45,73.85323292567807,1
87.77301070895994,17,0 days 00:18:06,0 days 00:02:05,0 days 00:03:13,67.99040893272704,0
80.38494077081798,22,0 days 00:18:58,0 days 00:01:03,0 days 00:03:20,61.5359494045423,1
83.11205113161664,5,0 days 00:17:15,0 days 00:01:12,0 days 00:04:52,64.287190592362,0
86.3702820312726,6,0 days 00:15:03,0 days 00:01:08,0 days 00:05:29,75.9447578328671,0
85.61254970501338,9,0 days 00:10:41,0 days 00:02:55,0 days 00:04:27,64.96970576272099,0
86.95363136547216,15,0 days 00:17:35,0 days 00:01:10,0 days 00:05:09,79.95715966046696,0
84.16443059442098,15,0 days 00:13:46,0 days 00:01:06,0 days 00:05:46,73.87976279977089,0
88.80176519687254,5,0 days 00:16:52,0 days 00:01:52,0 days 00:03:56,69.54444961435216,0
92.95783408884847,7,0 days 00:18:17,0 days 00:01:31,0 days 00:04:15,71.40873380423854,0
81.76297783943049,6,0 days 00:18:06,0 days 00:02:59,0 days 00:05:32,72.21745447082873,0
87.76068660731171,18,0 days 00:11:50,0 days 00:01:43,0 days 00:04:33,79.37889640065247,0
81.9810215951773,24,0 days 00:18:14,0 days 00:02:35,0 days 00:05:39,63.23482389263039,1
90.7528952178889,20,0 days 00:13:19,0 days 00:01:21,0 days 00:05:29,65.4479160532151,0
85.9408955421094,22,0 days 00:17:37,0 days 00:01:13,0 days 00:04:05,74.19182095942487,0
88.48131967787764,9,0 days 00:14:55,0 days 00:02:11,0 days 00:04:35,64.79715966287131,0
82.74919754321118,12,0 days 00:15:01,0 days 00:01:45,0 days 00:05:18,77.42594324404101,0
82.17271639015065,11,0 days 00:12:41,0 days 00:01:28,0 days 00:03:48,66.93068351316238,0
87.32084420973432,14,0 days 00:11:34,0 days 00:02:22,0 days 00:04:46,63.61678799831638,0
85.33419106774933,20,0 days 00:11:00,0 days 00:01:29,0 days 00:03:21,60.95241521699637,0
94.1064791787922,23,0 days 00:17:30,0 days 00:02:01,0 days 00:05:12,71.911900806359,0
91.47987880710448,15,0 days 00:12:37,0 days 00:01:26,0 days 00:05:03,76.50564379109103,0
91.22995429775821,23,0 days 00:12:47,0 days 00:01:50,0 days 00:04:48,65.47586222297582,0
93.555796096189,7,0 days 00:10:53,0 days 00:01:15,0 days 00:05:50,78.35078972517641,0
81.25133653163027,22,0 days 00:10:26,0 days 00:01:46,0 days 00:04:35,75.15468540236009,1
88.2828870488361,8,0 days 00:11:08,0 days 00:02:05,0 days 00:03:43,61.2260136499757,0
88.76714103433653,24,0 days 00:18:21,0 days 00:02:49,0 days 00:04:12,71.452659933495,0
94.42904567820844,21,0 days 00:10:43,0 days 00:01:51,0 days 00:05:30,71.3488188065053,0
84.38221290188824,17,0 days 00:17:11,0 days 00:01:25,0 days 00:03:39,64.0474460987196,1
83.6124316987317,8,0 days 00:12:17,0 days 00:01:18,0 days 00:05:48,66.69088757331443,0
81.50440913398246,18,0 days 00:19:42,0 days 00:02:57,0 days 00:03:34,69.16557787167525,1
80.24644444387211,7,0 days 00:10:05,0 days 00:01:39,0 days 00:03:35,60.961556424748366,0
93.94293975188286,8,0 days 00:18:33,0 days 00:01:48,0 days 00:05:44,62.99552818571776,0
90.04874819886365,22,0 days 00:19:58,0 days 00:01:45,0 days 00:03:49,63.280087782211176,0
91.77729368034707,17,0 days 00:10:26,0 days 00:01:22,0 days 00:03:18,67.58471508912781,0
84.22595158630924,11,0 days 00:16:40,0 days 00:01:27,0 days 00:05:21,74.94714917353161,0
88.7961524927949,15,0 days 00:15:00,0 days 00:02:15,0 days 00:03:54,76.62607318194517,0
80.95932899181471,15,0 days 00:14:42,0 days 00:01:44,0 days 00:03:47,63.25698092034078,0
87.28441393901934,10,0 days 00:11:18,0 days 00:01:38,0 days 00:05:19,75.0381207201354,0
94.66242709616671,15,0 days 00:15:15,0 days 00:02:53,0 days 00:05:06,73.41419916776339,0
93.14757867974886,13,0 days 00:11:15,0 days 00:01:00,0 days 00:05:02,77.81374783827756,0
85.07238427755269,20,0 days 00:12:54,0 days 00:01:09,0 days 00:05:49,79.37582507890343,0
94.42355231812247,9,0 days 00:17:30,0 days 00:01:22,0 days 00:05:25,62.48921217619882,0
83.47552439706807,24,0 days 00:13:09,0 days 00:02:09,0 days 00:05:25,61.613477228416336,1
94.23978233623522,10,0 days 00:10:57,0 days 00:01:23,0 days 00:05:41,75.99460257904019,0
94.12066557059748,8,0 days 00:16:50,0 days 00:02:10,0 days 00:03:40,63.24341746171717,0
