Transaction_Amount,Receipt_Details,Transaction_Frequency,Merchant_Rating,Customer_Age,Transaction_Location_International,Transaction_Location_Local
757.9956271576182,1,7,4,29,False,True
236.51018383670623,1,1,1,25,False,True
86.21011073050506,0,4,3,37,True,False
296.85393838463034,0,9,3,20,True,False
169.60907438146438,0,1,1,33,False,True
930.4006758191473,1,4,1,47,True,False
810.0391757687728,0,6,4,62,True,False
637.0697189453192,0,6,1,40,True,False
872.7459842858406,0,8,4,45,True,False
805.6353561301233,0,1,4,68,False,True
194.70435829717547,0,7,1,57,False,True
893.633408505078,0,1,2,71,True,False
543.9488194964943,1,7,2,22,False,True
809.3657536124219,1,3,4,37,True,False
897.1303869242583,0,8,1,57,True,False
324.8234402221452,0,3,2,73,False,True
118.95140528239999,0,1,1,61,False,True
235.65581091652226,1,8,1,18,False,True
432.83671073999375,1,3,1,74,True,False
819.8346182632682,1,2,5,47,False,True
862.12327742378,1,1,1,38,True,False
16.882609225878795,1,3,5,37,False,True
515.6398295517901,1,2,4,23,False,True
423.2368931172912,1,2,2,39,True,False
229.88673236602295,1,6,2,35,True,False
128.66671366034598,1,1,2,25,True,False
344.23901968959166,0,2,2,56,True,False
943.480606873394,0,6,2,49,True,False
329.9709027005477,0,3,2,50,True,False
523.6027155259325,0,4,2,70,True,False
705.9887693062261,1,1,4,33,True,False
369.99330635550103,1,8,1,29,False,True
972.0642618937511,0,7,3,55,True,False
962.8228219926901,1,7,5,69,True,False
259.2644728671105,0,3,3,51,False,True
502.2760208334616,1,3,3,78,True,False
307.86952671860195,0,2,1,31,False,True
291.9920894336929,1,1,1,53,False,True
46.51807788098747,1,7,1,50,True,False
613.4686906400979,0,7,2,40,False,True
507.6522329965729,1,2,4,67,True,False
60.96396373748946,0,7,2,62,False,True
285.8599995942453,0,8,4,19,False,True
909.1832271069871,0,1,4,58,False,True
247.1662717603027,0,9,3,38,True,False
153.44592337031085,1,7,3,19,True,False
494.5582326747874,1,3,4,44,False,True
985.7939495694947,1,8,4,74,False,True
249.6347187963854,0,7,2,26,True,False
675.4141919318198,1,8,2,18,True,False
764.0034191754304,0,6,3,28,False,True
245.26116855247568,1,9,1,20,False,True
730.934185125741,1,5,4,69,True,False
374.1053013920607,1,3,2,79,True,False
635.9827722876437,0,3,3,40,True,False
637.1944136532858,1,1,2,43,True,False
540.4169372340109,1,8,4,21,True,False
99.38687235386422,0,2,4,35,False,True
836.9494706333456,1,3,5,72,True,False
327.5722643220185,0,8,1,23,False,True
194.6533252958557,1,8,5,52,True,False
50.367390139216276,0,4,3,39,False,True
594.9840137563594,0,4,2,60,True,False
680.7887182238596,1,5,3,32,True,False
26.42195063857759,0,6,4,39,False,True
516.9721277162882,0,5,5,77,False,True
234.23081744595856,0,7,5,54,True,False
648.7210625053553,0,2,5,69,True,False
182.62276471494152,0,7,3,59,True,False
694.0283607214413,0,7,4,29,True,False
392.86799283753203,1,1,2,64,True,False
937.3626888493671,0,7,2,66,False,True
146.1457347045333,0,5,3,59,False,True
347.65568753975595,1,3,5,55,True,False
122.33878602818318,1,3,1,35,False,True
925.4466820957772,1,4,3,62,False,True
878.5659598471713,1,2,3,52,False,True
265.362211438004,1,2,4,47,True,False
663.3842055738372,1,1,2,41,False,True
819.0499781992037,1,5,3,59,True,False
559.6488034834678,0,4,3,47,False,True
534.3540725724464,0,2,5,31,True,False
249.43376799144716,1,3,5,23,False,True
102.17174012784022,0,7,1,20,True,False
898.2436003737935,0,7,4,33,True,False
901.4138765916972,0,4,1,24,False,True
636.7704427005352,1,5,5,69,True,False
345.63949313821365,1,5,2,31,True,False
355.7174788665343,0,6,5,26,True,False
728.6961220815369,1,9,4,32,True,False
898.1391573530514,0,2,5,38,True,False
888.2155600224661,0,5,4,52,True,False
782.0767903990476,0,3,4,19,True,False
645.6113296927449,0,4,4,44,True,False
93.29856534509834,1,6,4,19,False,True
170.01242695366764,1,8,4,52,False,True
899.5686466418084,1,1,2,35,True,False
610.364769062994,0,8,1,31,True,False
19.10508110046335,1,7,3,37,False,True
110.45682743737179,0,1,1,35,False,True
666.8667514169753,1,2,4,27,False,True
15.0109680077565,0,3,2,42,True,False
169.19997090332367,0,1,5,19,False,True
553.2464514729203,0,9,2,42,True,False
694.9762457157664,1,8,4,78,True,False
655.4416469075745,1,2,2,71,False,True
232.0266163659542,1,9,2,50,True,False
715.0574291340605,1,7,4,53,True,False
244.87659662183208,0,9,2,48,True,False
332.14570117767505,1,6,3,31,True,False
749.0264910668438,1,6,3,18,False,True
653.1365700567425,0,4,2,63,False,True
850.7311763892361,0,2,5,33,True,False
661.03676337734,0,7,4,71,True,False
572.6255173021169,1,5,3,63,False,True
102.73802014981155,0,6,5,78,True,False
374.0386450288392,0,2,2,69,False,True
272.5503440049082,0,5,5,20,True,False
251.54974694529275,1,4,1,52,True,False
973.2804492049211,0,9,3,58,False,True
399.1667474200928,1,6,2,23,False,True
893.1260896253422,1,2,4,42,False,True
634.8272397372903,0,1,2,30,False,True
796.863190506232,0,5,4,70,True,False
507.61072217414016,1,9,2,51,False,True
581.1348457800955,0,6,5,25,True,False
497.59251688067525,0,7,5,38,False,True
203.29055792006406,1,5,5,51,False,True
725.2275941088902,1,6,1,21,True,False
287.96463881644723,0,5,4,42,False,True
34.0728067671393,1,9,5,32,False,True
649.0175729480961,0,6,1,21,False,True
185.33957261297846,0,8,4,62,False,True
941.0539985093851,0,2,2,77,True,False
954.3892912325615,1,9,1,29,True,False
915.715746318244,0,5,3,49,False,True
376.45711325288994,0,7,1,49,False,True
25.302050363578754,0,1,1,45,False,True
929.0353769618481,1,5,4,30,True,False
433.9023068341412,1,2,2,48,True,False
966.9882708532328,1,6,3,31,True,False
963.9837773183604,1,1,5,37,True,False
854.4793609126865,1,3,5,35,False,True
301.5044031488898,0,5,1,46,False,True
391.246751315906,1,4,4,77,False,True
852.6253048016883,1,3,4,23,True,False
323.75278510471486,1,5,5,49,False,True
177.79781921923157,0,8,3,46,True,False
561.2332498337666,1,4,2,60,True,False
936.7932264191732,1,1,3,79,False,True
699.0694987082233,0,7,2,19,False,True
574.3605583884713,1,8,5,77,False,True
106.20472883306086,0,3,2,40,True,False
618.857154432178,0,6,4,36,True,False
990.1533116032207,0,2,1,48,False,True
148.6831750841588,0,7,1,68,False,True
523.1463558400993,0,8,5,22,True,False
878.5993412086759,1,6,4,36,False,True
743.3609315766624,0,6,3,51,True,False
700.0455835853153,0,5,4,27,True,False
705.4592431472382,1,8,1,42,False,True
365.89623970755764,0,1,1,19,False,True
300.6559258218484,1,4,4,79,False,True
811.2675439237285,1,4,4,28,False,True
812.012260732389,1,3,1,67,True,False
868.4015953943026,0,3,3,78,True,False
914.1081470309066,0,4,5,48,True,False
516.2289748723284,0,1,5,73,False,True
506.5011317403276,1,2,4,32,True,False
800.3122271771074,0,9,5,26,False,True
653.4642914699875,0,2,1,40,False,True
704.9472084851263,0,5,1,36,False,True
797.83474274174,1,9,4,26,False,True
891.1052883993906,1,9,4,52,False,True
344.61520528302043,0,8,4,38,False,True
381.8271231135446,0,1,3,26,True,False
103.04212044246032,0,1,5,45,False,True
582.4973395862122,0,9,4,79,True,False
45.582851058774665,1,8,2,63,True,False
470.94203795113555,1,9,2,68,False,True
547.2181883605009,1,7,1,24,False,True
293.67583960700154,1,3,5,33,False,True
594.9249279633207,0,3,4,33,True,False
40.195247439658935,0,2,2,77,False,True
46.974706861722275,0,5,5,50,True,False
824.3745550530617,1,3,1,21,False,True
366.58873499715025,0,6,3,21,False,True
135.78990752536595,1,2,5,56,True,False
527.0208274542563,1,3,5,57,True,False
772.2936175676248,0,5,3,34,False,True
223.66281722187475,0,1,5,54,True,False
626.6615710608103,0,1,1,56,True,False
94.49399034383032,1,9,1,77,True,False
61.16490395692162,0,7,3,69,True,False
536.0410852524665,1,1,4,46,True,False
545.2287703940054,0,8,2,69,False,True
641.0556024832244,1,3,4,53,False,True
728.8304203854349,1,8,5,77,True,False
976.0935586679093,0,5,2,55,False,True
521.1373448181834,1,1,3,56,False,True
329.7269082118335,1,7,3,67,True,False
797.2343328210167,0,5,2,54,False,True
278.12392874945346,1,6,1,69,True,False
444.58170649857976,0,6,2,79,True,False
87.67181752884329,1,8,5,78,False,True
35.09723598130294,0,9,1,52,True,False
963.0219305311458,0,2,3,24,True,False
837.6203193070837,1,9,2,44,True,False
699.014464032761,1,9,4,45,True,False
414.86341497012717,1,7,4,39,True,False
181.5613768701373,1,1,5,31,False,True
164.8726722443752,1,7,4,24,False,True
257.74046918294937,0,5,2,54,True,False
553.7343980590592,1,6,2,78,True,False
717.4499634730618,0,7,4,39,False,True
663.595402950554,0,5,2,22,True,False
287.1345579764834,1,7,5,79,False,True
955.3166278565621,0,9,1,72,True,False
740.5179475288109,0,3,5,19,True,False
558.8105119862867,0,8,5,79,True,False
615.6035387720087,0,2,2,44,True,False
425.40406180351204,1,7,1,38,True,False
255.25367960614588,0,2,2,71,True,False
362.41295186474895,1,4,3,55,True,False
760.2676493597254,1,7,2,32,False,True
24.24955374345831,0,3,2,38,False,True
124.91191410184707,1,2,2,27,False,True
55.54261560153522,1,7,1,40,True,False
50.32151429578043,1,1,2,75,True,False
856.9059781708971,0,8,1,73,True,False
706.6212807862235,1,3,4,56,True,False
479.4320907964519,1,2,3,22,True,False
106.85581904449147,1,3,1,18,True,False
496.699716365664,0,5,4,30,True,False
478.73705307276003,1,8,1,38,False,True
181.46985121091504,0,7,1,43,True,False
439.5131327455933,0,7,3,67,False,True
404.5196870533997,0,7,5,62,False,True
619.6915970716943,0,8,5,38,True,False
638.7427143589673,0,1,1,70,True,False
54.85096967432407,0,4,2,35,False,True
380.8664884802065,1,6,4,54,False,True
629.601316557094,0,9,2,62,True,False
508.10489599428684,1,2,2,49,True,False
857.924942776439,1,1,1,53,False,True
662.1066953027556,0,2,1,34,True,False
171.3050828106154,1,7,1,52,True,False
79.86305992642555,1,3,1,66,True,False
645.9950854242525,1,2,5,77,False,True
36.24619743620559,1,7,1,28,False,True
589.9178254607286,0,2,5,38,False,True
940.8279390107081,1,3,5,69,True,False
579.7194360971201,0,7,1,72,True,False
394.2882269444567,1,4,3,70,False,True
646.8553362579296,1,1,4,43,False,True
463.6703615866015,0,5,2,79,False,True
550.1606214227755,1,9,5,21,True,False
942.0501606887599,1,8,4,51,False,True
392.2416114227665,1,9,3,69,False,True
961.5786581856751,0,9,2,65,True,False
906.2971355365031,1,7,2,77,True,False
203.83322344140348,0,4,5,35,True,False
78.6676878664138,1,5,1,57,False,True
109.77022136365238,0,1,3,52,True,False
28.03960739503423,0,1,5,58,True,False
103.49853114836911,1,3,3,46,False,True
686.1767056821933,1,8,1,69,True,False
80.4767619756267,0,2,1,46,False,True
325.7858739908237,0,4,5,55,False,True
846.42655785976,1,2,1,59,True,False
33.03921637846761,0,5,4,38,True,False
816.3237977630464,1,9,2,59,True,False
289.03622702566594,1,1,5,30,True,False
126.9831793454397,1,5,3,66,True,False
699.7697937105091,1,9,4,58,True,False
632.6534183120851,0,1,5,34,False,True
878.6972933917824,1,9,1,73,False,True
737.720333365847,0,8,1,26,True,False
805.4461210810001,1,4,1,58,False,True
289.21422684559343,0,5,1,18,True,False
185.6651483419256,1,5,3,19,False,True
753.1086041244497,0,6,4,77,False,True
808.7663918745914,0,7,2,65,False,True
990.6000905806666,1,8,3,46,True,False
418.4915001423122,1,8,3,50,False,True
378.29790493485535,1,2,2,27,True,False
778.6488311345769,1,9,2,67,False,True
347.39550485048767,0,7,1,75,False,True
931.449752347529,1,4,3,77,False,True
859.8286243245817,0,4,5,57,False,True
434.70408710126816,0,8,2,38,False,True
753.3623571135824,1,4,2,45,True,False
756.9974453438356,0,6,4,28,True,False
112.09263014757329,0,5,5,72,False,True
903.527377612771,0,3,5,51,False,True
510.1998487233786,0,2,2,25,False,True
828.1928914466642,1,9,1,76,False,True
326.8491050203056,1,9,4,39,True,False
896.5679962112384,1,1,5,25,False,True
395.3096619468215,1,3,2,66,True,False
20.729274965495378,0,8,5,32,False,True
906.328156655071,0,6,4,34,True,False
100.37381001827222,1,5,4,77,False,True
326.12050121451074,1,5,3,40,False,True
950.5613473802969,1,6,2,41,True,False
951.1010754681805,0,7,4,62,False,True
577.7035092420532,1,1,3,36,False,True
635.5188400481013,1,9,3,22,False,True
453.96106675853656,1,3,5,49,True,False
300.27866398108387,0,4,5,61,False,True
335.3778999162168,0,1,3,18,False,True
675.7932715162681,0,3,5,40,True,False
754.8507841433033,0,2,4,54,True,False
793.66325328859,0,2,1,25,True,False
791.7219613666083,0,1,4,30,False,True
100.29404201820347,0,8,3,25,False,True
499.4761016555557,0,3,3,74,False,True
66.98317241647784,1,3,4,40,True,False
554.0335935004982,1,6,5,60,False,True
447.1151963596432,0,8,5,18,False,True
888.8271409307167,0,9,3,62,True,False
357.4058624265579,1,9,2,68,True,False
125.8963462633298,0,4,5,41,True,False
151.5617652323075,0,5,4,52,True,False
763.8955254002975,0,2,5,41,True,False
622.0358826830984,1,9,4,34,False,True
110.11144936156234,1,8,3,22,True,False
93.26573805384746,1,3,5,37,False,True
703.9594401445288,1,9,4,38,False,True
82.03537630055159,1,3,3,57,True,False
823.6414586974527,0,9,2,75,True,False
709.1798048849313,1,2,4,48,True,False
90.53529283548076,0,9,2,63,False,True
93.98933694434,0,8,2,53,True,False
986.7731827161637,1,9,1,28,True,False
380.5280877985591,1,5,5,69,True,False
376.935725596222,0,2,4,32,True,False
814.6715715849275,0,8,2,36,True,False
947.7760916100201,0,6,1,24,False,True
986.1410531846421,1,8,3,68,False,True
755.8444034063522,1,5,4,45,False,True
382.4969896756066,1,2,2,68,True,False
92.66570953168208,1,6,5,60,True,False
779.3754467681624,1,5,1,75,True,False
562.820207238447,0,5,2,22,False,True
429.97978915450653,1,1,5,22,True,False
907.2908412437886,0,2,2,47,True,False
120.08550748308983,0,8,4,71,True,False
497.6988532479506,0,3,4,49,False,True
21.240108319744877,1,3,4,25,True,False
473.974035574185,1,8,1,27,False,True
65.74024292501898,1,8,4,55,True,False
127.6297371053912,0,2,5,64,False,True
126.35098430933384,0,8,2,49,False,True
652.718199094903,0,1,3,65,False,True
748.5844304727691,0,6,5,45,True,False
587.535077446188,0,8,5,34,True,False
962.5508229897965,0,3,4,48,False,True
381.121873728467,1,8,1,25,False,True
292.8549654190421,1,1,2,57,True,False
869.9131369075657,1,9,1,42,True,False
231.3598801342581,1,9,2,26,False,True
963.5903140462052,0,5,2,19,True,False
22.03292994291818,0,4,1,32,True,False
970.1800384405626,1,6,5,67,True,False
52.728312831070355,0,7,2,20,True,False
892.2316825610903,1,5,1,66,False,True
532.4240979954369,1,9,2,53,True,False
993.0351481581073,1,3,3,79,True,False
83.05859908804487,0,7,5,21,False,True
558.3157415573075,1,5,4,31,False,True
969.609510262908,1,7,2,58,True,False
527.8668657284474,1,2,3,58,True,False
633.1046517539099,0,4,4,42,True,False
698.791202094771,0,2,4,75,True,False
459.9956541200955,1,7,2,72,False,True
631.2824992832228,0,2,1,79,False,True
588.4711688038692,0,1,2,67,False,True
902.1464303860791,0,9,3,27,True,False
54.99191653804329,0,1,4,38,True,False
288.15355769630804,0,8,2,53,True,False
950.9073692357931,0,2,1,29,True,False
891.3611460520071,0,8,2,44,False,True
461.1001852578558,0,3,5,57,False,True
623.9312718235213,0,6,1,19,True,False
284.60737115132133,0,3,3,71,False,True
196.2399481265237,1,7,4,30,True,False
469.0614208905823,1,9,2,70,True,False
359.8187057457923,0,2,1,49,False,True
587.8195507323634,1,5,5,48,True,False
86.957290595335,1,6,1,33,True,False
974.6508595895049,0,4,5,49,False,True
986.3486370348069,0,4,3,49,True,False
